Antecedent;Consequent
 O-Saft frisch|  Pfälzer|  Senf 0,10 ; Breze 0,65|  Salat Port.  0,60|  belegte Backw. 1,40| 
 O-Saft frisch|  Pfälzer|  belegte Backw. 1,40 ; Breze 0,65|  Salat Port.  0,60| 
 O-Saft frisch|  Senf 0,10|  belegte Backw. 1,40 ; Breze 0,65   
 Pfälzer|  Senf 0,10|  belegte Backw. 1,40 ; Breze 0,65|  O-Saft frisch|  Salat Port.  0,60| 
 Breze 0,65|  O-Saft frisch|  Senf 0,10 ; belegte Backw. 1,40   
 Breze 0,65|  Pfälzer|  Senf 0,10 ; O-Saft frisch|  Salat Port.  0,60|  belegte Backw. 1,40| 
 Breze 0,65|  Pfälzer|  belegte Backw. 1,40 ; O-Saft frisch|  Salat Port.  0,60| 
 Breze 0,65|  Senf 0,10|  belegte Backw. 1,40 ; O-Saft frisch   
 Breze 0,65|  O-Saft frisch|  belegte Backw. 1,40 ; Salat Port.  0,60   
 Breze 0,65|  O-Saft frisch|  Pfälzer|  Senf 0,10 ; Salat Port.  0,60|  belegte Backw. 1,40| 
 Breze 0,65|  O-Saft frisch|  Pfälzer|  belegte Backw. 1,40 ; Salat Port.  0,60   
 Breze 0,65|  O-Saft frisch|  Senf 0,10|  belegte Backw. 1,40 ; Pfälzer|  Salat Port.  0,60| 
 Breze 0,65|  Pfälzer|  Senf 0,10|  belegte Backw. 1,40 ; O-Saft frisch|  Salat Port.  0,60| 
 O-Saft frisch|  Pfälzer|  Senf 0,10|  belegte Backw. 1,40 ; Breze 0,65|  Salat Port.  0,60| 
 Salat Port.  0,60|  Senf 0,10 ; Breze 0,65|  O-Saft frisch|  Pfälzer|  belegte Backw. 1,40| 
 Salat Port.  0,60|  belegte Backw. 1,40 ; Breze 0,65|  O-Saft frisch| 
 O-Saft frisch|  Pfälzer|  Salat Port.  0,60 ; Breze 0,65   
 O-Saft frisch|  Salat Port.  0,60|  Senf 0,10 ; Breze 0,65|  Pfälzer|  belegte Backw. 1,40| 
 Pfälzer|  Salat Port.  0,60|  Senf 0,10 ; Breze 0,65|  O-Saft frisch|  belegte Backw. 1,40| 
 Pfälzer|  Salat Port.  0,60|  belegte Backw. 1,40 ; Breze 0,65|  O-Saft frisch| 
 Salat Port.  0,60|  Senf 0,10|  belegte Backw. 1,40 ; Breze 0,65|  O-Saft frisch|  Pfälzer| 
 Breze 0,65|  Salat Port.  0,60|  Senf 0,10 ; O-Saft frisch|  Pfälzer|  belegte Backw. 1,40| 
 O-Saft frisch|  Salat Port.  0,60|  belegte Backw. 1,40 ; Breze 0,65   
 Breze 0,65|  Salat Port.  0,60|  belegte Backw. 1,40 ; O-Saft frisch   
 O-Saft frisch|  Pfälzer|  Salat Port.  0,60|  Senf 0,10 ; Breze 0,65|  belegte Backw. 1,40| 
 O-Saft frisch|  Pfälzer|  Salat Port.  0,60|  belegte Backw. 1,40 ; Breze 0,65   
 O-Saft frisch|  Salat Port.  0,60|  Senf 0,10|  belegte Backw. 1,40 ; Breze 0,65|  Pfälzer| 
 Pfälzer|  Salat Port.  0,60|  Senf 0,10|  belegte Backw. 1,40 ; Breze 0,65|  O-Saft frisch| 
 Breze 0,65|  O-Saft frisch|  Pfälzer|  Salat Port.  0,60 ; belegte Backw. 1,40   
 Breze 0,65|  O-Saft frisch|  Salat Port.  0,60|  Senf 0,10 ; Pfälzer|  belegte Backw. 1,40| 
 Breze 0,65|  Pfälzer|  Salat Port.  0,60|  Senf 0,10 ; O-Saft frisch|  belegte Backw. 1,40| 
 Breze 0,65|  Pfälzer|  Salat Port.  0,60|  belegte Backw. 1,40 ; O-Saft frisch   
 Breze 0,65|  Salat Port.  0,60|  Senf 0,10|  belegte Backw. 1,40 ; O-Saft frisch|  Pfälzer| 
 Breze 0,65|  O-Saft frisch|  Salat Port.  0,60|  belegte Backw. 1,40 ; Pfälzer   
 Breze 0,65|  O-Saft frisch|  Pfälzer|  Salat Port.  0,60|  Senf 0,10 ; belegte Backw. 1,40   
 Breze 0,65|  O-Saft frisch|  Pfälzer|  Salat Port.  0,60|  belegte Backw. 1,40 ; Senf 0,10   
 Breze 0,65|  O-Saft frisch|  Pfälzer|  Senf 0,10|  belegte Backw. 1,40 ; Salat Port.  0,60   
 Breze 0,65|  O-Saft frisch|  Salat Port.  0,60|  Senf 0,10|  belegte Backw. 1,40 ; Pfälzer   
 Breze 0,65|  Pfälzer|  Salat Port.  0,60|  Senf 0,10|  belegte Backw. 1,40 ; O-Saft frisch   
 O-Saft frisch|  Pfälzer|  Salat Port.  0,60|  Senf 0,10|  belegte Backw. 1,40 ; Breze 0,65   
 BIO Back 0,45|  Urgetreide-Kartoffelknödel mit Gemüsereis  ; Salat Port.  0,60   
 Beilage a 0,45|  Butterbreze 1,10 ; Dessert a 1,20   
 Butterbreze 1,10|  Dessert a 1,20 ; Beilage a 0,45   
 Müsli to go|  Teebeutel ; BIO Molkerei 0,55 _|  O-Saft frisch| 
 BIO Molkerei 0,55 _|  Müsli to go ; O-Saft frisch   
 BIO Molkerei 0,55 _|  Teebeutel ; Müsli to go|  O-Saft frisch| 
 BIO Molkerei 0,55 _|  Müsli to go|  O-Saft frisch ; Teebeutel   
 BIO Molkerei 0,55 _|  Müsli to go|  Teebeutel ; O-Saft frisch   
 BIO Molkerei 0,55 _|  O-Saft frisch|  Teebeutel ; Müsli to go   
 Müsli to go|  O-Saft frisch|  Teebeutel ; BIO Molkerei 0,55 _   
 BIO Molkerei 0,80|  Teebeutel ; Obst 0,40   
 BIO Molkerei 0,50|  Teebeutel ; Obst 0,40|  belegte Backw. 1,70| 
 Teebeutel|  belegte Backw. 1,70 ; BIO Molkerei 0,50|  Obst 0,40| 
 BIO Molkerei 0,50|  Obst 0,40|  Teebeutel ; belegte Backw. 1,70   
 BIO Molkerei 0,50|  Teebeutel|  belegte Backw. 1,70 ; Obst 0,40   
 Obst 0,40|  Teebeutel|  belegte Backw. 1,70 ; BIO Molkerei 0,50   
 Breze 0,65|  Reisquarkauflauf mit Früchten  ; Suppe 1,00   
" O-Saft frisch|  Risotto ""Brunoise"" mit Bulgur und Putenbruststreifen  "; Salat Schale   
 Breze 0,65|  Gericht frei ; Beilage a 0,45|  Suppe 1,00|  Tagessuppe a 0,30| 
 Breze 0,65|  Gericht frei|  Suppe 1,00 ; Beilage a 0,45|  Tagessuppe a 0,30| 
 Breze 0,65|  Gericht frei|  Tagessuppe a 0,30 ; Beilage a 0,45|  Suppe 1,00| 
 Gericht frei|  Suppe 1,00|  Tagessuppe a 0,30 ; Beilage a 0,45   
 Beilage a 0,45|  Breze 0,65|  Gericht frei ; Suppe 1,00|  Tagessuppe a 0,30| 
 Beilage a 0,45|  Gericht frei|  Suppe 1,00 ; Tagessuppe a 0,30   
 Beilage a 0,45|  Breze 0,65|  Gericht frei|  Suppe 1,00 ; Tagessuppe a 0,30   
 Beilage a 0,45|  Breze 0,65|  Gericht frei|  Tagessuppe a 0,30 ; Suppe 1,00   
 Beilage a 0,45|  Breze 0,65|  Suppe 1,00|  Tagessuppe a 0,30 ; Gericht frei   
 Beilage a 0,45|  Gericht frei|  Suppe 1,00|  Tagessuppe a 0,30 ; Breze 0,65   
 Breze 0,65|  Gericht frei|  Suppe 1,00|  Tagessuppe a 0,30 ; Beilage a 0,45   
 Gericht frei|  Kartoffeln mit Kräuterquark  ; SalatTeller   
 Gericht frei|  SalatTeller ; Kartoffeln mit Kräuterquark    
 Gericht frei|  Tagessuppe a 0,30 ; Beilage a 0,45   
 Beilage a 0,45|  Gericht frei|  O-Saft frisch ; Tagessuppe a 0,30   
 Gericht frei|  O-Saft frisch|  Tagessuppe a 0,30 ; Beilage a 0,45   
 Dessert a 0,80|  Kichererbsen-Blumenkohlpfanne  ; O-Saft frisch   
 Kichererbsen-Blumenkohlpfanne |  Suppe 1,00 ; Dessert a 0,60   
 BIO Back 0,45|  Kichererbsen-Blumenkohlpfanne  ; Dessert a 0,60   
 Breze 0,65|  Kichererbsen-Blumenkohlpfanne  ; Salat Port.  0,60   
 Vollkornpasta mit Austernpilzen und Tomatensugo |  belegte Backw. 2,30 ; Salat Port.  0,60   
 Breze 0,65|  Vollkornpasta mit Austernpilzen und Tomatensugo  ; O-Saft frisch   
 O-Saft frisch|  Vollkornpasta mit Austernpilzen und Tomatensugo  ; Breze 0,65   
 Key/Card-Rücknahme|  Wiener ; Breze 0,65   
 Key/Card-Rücknahme|  SalatTeller ; Semmeln|  Tagessuppe a 0,30| 
 Key/Card-Rücknahme|  Semmeln ; SalatTeller|  Tagessuppe a 0,30| 
 Key/Card-Rücknahme|  Tagessuppe a 0,30 ; SalatTeller|  Semmeln| 
 Key/Card-Rücknahme|  SalatTeller|  Semmeln ; Tagessuppe a 0,30   
 Key/Card-Rücknahme|  SalatTeller|  Tagessuppe a 0,30 ; Semmeln   
 Key/Card-Rücknahme|  Semmeln|  Tagessuppe a 0,30 ; SalatTeller   
 Backwaren Kuchen 1,30|  Key/Card-Rücknahme ; Obstbecher 0,90   
 BIO Molkerei 0,55 _|  Key/Card-Rücknahme ; Obstbecher 0,90   
 Beilage a 0,45|  Pita Brot ; Dessert a 0,80   
 Honiglinsen mit Grillkäse |  SalatTeller ; Klassik Semmel 0,30|  Obstbecher 0,90| 
 Honiglinsen mit Grillkäse |  Klassik Semmel 0,30|  Obstbecher 0,90 ; SalatTeller   
 Honiglinsen mit Grillkäse |  Klassik Semmel 0,30|  SalatTeller ; Obstbecher 0,90   
 Honiglinsen mit Grillkäse |  Obstbecher 0,90|  SalatTeller ; Klassik Semmel 0,30   
 Klassik Semmel 0,30|  Obstbecher 0,90|  SalatTeller ; Honiglinsen mit Grillkäse    
 BIO Back 0,45|  Honiglinsen mit Grillkäse  ; Obstbecher 0,90   
 Honiglinsen mit Grillkäse |  Tagessuppe a 0,30 ; Salat Port.  0,60   
 Fixer Rabatt/Aufschl.|  Honiglinsen mit Grillkäse  ; Klassik Semmel 0,30|  O-Saft frisch| 
 Fixer Rabatt/Aufschl.|  Honiglinsen mit Grillkäse |  Klassik Semmel 0,30 ; O-Saft frisch   
 Fixer Rabatt/Aufschl.|  Honiglinsen mit Grillkäse |  O-Saft frisch ; Klassik Semmel 0,30   
 Honiglinsen mit Grillkäse |  Klassik Semmel 0,30|  O-Saft frisch ; Fixer Rabatt/Aufschl.   
 Dessert a 0,80|  Honiglinsen mit Grillkäse  ; Salat Schale   
 Honiglinsen mit Grillkäse |  Salat Schale ; Dessert a 0,80   
 Dessert a 0,80|  Honiglinsen mit Grillkäse |  Obstbecher 0,90 ; Salat Schale   
 Dessert a 0,80|  Obstbecher 0,90|  Salat Schale ; Honiglinsen mit Grillkäse    
 Honiglinsen mit Grillkäse |  Obstbecher 0,90|  Salat Schale ; Dessert a 0,80   
 Dessert a 0,80|  Honiglinsen mit Grillkäse |  Salat Port.  0,60 ; Salat Schale   
 Honiglinsen mit Grillkäse |  Salat Port.  0,60|  Salat Schale ; Dessert a 0,80   
 Kartoffeln mit Kräuterquark |  Sauce extra ; Dessert a 0,60|  O-Saft frisch|  belegte Backw. 1,70| 
 Kartoffeln mit Kräuterquark |  belegte Backw. 1,70 ; Dessert a 0,60|  O-Saft frisch| 
 Sauce extra|  belegte Backw. 1,70 ; Dessert a 0,60|  Kartoffeln mit Kräuterquark |  O-Saft frisch| 
 Kartoffeln mit Kräuterquark |  O-Saft frisch|  Sauce extra ; Dessert a 0,60|  belegte Backw. 1,70| 
 Kartoffeln mit Kräuterquark |  O-Saft frisch|  belegte Backw. 1,70 ; Dessert a 0,60   
 Kartoffeln mit Kräuterquark |  Sauce extra|  belegte Backw. 1,70 ; Dessert a 0,60|  O-Saft frisch| 
 O-Saft frisch|  Sauce extra|  belegte Backw. 1,70 ; Dessert a 0,60|  Kartoffeln mit Kräuterquark | 
 Dessert a 0,60|  Sauce extra ; Kartoffeln mit Kräuterquark |  O-Saft frisch|  belegte Backw. 1,70| 
 Dessert a 0,60|  Kartoffeln mit Kräuterquark |  Sauce extra ; O-Saft frisch|  belegte Backw. 1,70| 
 Dessert a 0,60|  Kartoffeln mit Kräuterquark |  belegte Backw. 1,70 ; O-Saft frisch   
 Dessert a 0,60|  Sauce extra|  belegte Backw. 1,70 ; Kartoffeln mit Kräuterquark |  O-Saft frisch| 
 Dessert a 0,60|  O-Saft frisch|  Sauce extra ; Kartoffeln mit Kräuterquark |  belegte Backw. 1,70| 
 Dessert a 0,60|  O-Saft frisch|  belegte Backw. 1,70 ; Kartoffeln mit Kräuterquark    
 Dessert a 0,60|  Kartoffeln mit Kräuterquark |  O-Saft frisch ; belegte Backw. 1,70   
 Dessert a 0,60|  Kartoffeln mit Kräuterquark |  O-Saft frisch|  Sauce extra ; belegte Backw. 1,70   
 Dessert a 0,60|  Kartoffeln mit Kräuterquark |  O-Saft frisch|  belegte Backw. 1,70 ; Sauce extra   
 Dessert a 0,60|  Kartoffeln mit Kräuterquark |  Sauce extra|  belegte Backw. 1,70 ; O-Saft frisch   
 Dessert a 0,60|  O-Saft frisch|  Sauce extra|  belegte Backw. 1,70 ; Kartoffeln mit Kräuterquark    
 Kartoffeln mit Kräuterquark |  O-Saft frisch|  Sauce extra|  belegte Backw. 1,70 ; Dessert a 0,60   
 BeiwerkSchale|  Sauce extra ; Beilage a 0,45|  Salat Schale| 
 Beilage a 0,45|  BeiwerkSchale|  Sauce extra ; Salat Schale   
 BeiwerkSchale|  Salat Schale|  Sauce extra ; Beilage a 0,45   
 Gemüse-Kartoffelpfanne mit Hähnchenbrust |  Sauce extra ; Salat Port.  0,60|  Tagessuppe a 0,30| 
 Gemüse-Kartoffelpfanne mit Hähnchenbrust |  Salat Port.  0,60|  Sauce extra ; Tagessuppe a 0,30   
 Gemüse-Kartoffelpfanne mit Hähnchenbrust |  Sauce extra|  Tagessuppe a 0,30 ; Salat Port.  0,60   
  Naturpenne mit Putenbruststreifen und Karotten-Pilzgemüse |  Sauce extra ; Salat Port.  0,60|  Tagessuppe a 0,30| 
  Naturpenne mit Putenbruststreifen und Karotten-Pilzgemüse |  Salat Port.  0,60|  Sauce extra ; Tagessuppe a 0,30   
  Naturpenne mit Putenbruststreifen und Karotten-Pilzgemüse |  Salat Port.  0,60|  Tagessuppe a 0,30 ; Sauce extra   
  Naturpenne mit Putenbruststreifen und Karotten-Pilzgemüse |  Sauce extra|  Tagessuppe a 0,30 ; Salat Port.  0,60   
 Beilage a 0,75|  Sauce extra ; O-Saft frisch|  Proz. Rabatt/Aufschl.| 
 Beilage a 0,75|  O-Saft frisch|  Proz. Rabatt/Aufschl. ; Sauce extra   
 Beilage a 0,75|  O-Saft frisch|  Sauce extra ; Proz. Rabatt/Aufschl.   
 Beilage a 0,75|  Proz. Rabatt/Aufschl.|  Sauce extra ; O-Saft frisch   
 O-Saft frisch|  Proz. Rabatt/Aufschl.|  Sauce extra ; Beilage a 0,75   
 Dinkelpasta mit Gemüsepesto |  Sauce extra ; Tagessuppe a 0,30   
 Sauce extra|  Suppe 1,00 ; Beilage a 0,45   
 Salat Schale|  Sauce extra ; Beilage a 0,45   
 Beilage a 0,45|  Proz. Rabatt/Aufschl.|  Sauce extra ; Salat Schale   
 Proz. Rabatt/Aufschl.|  Salat Schale|  Sauce extra ; Beilage a 0,45   
 Salat Port.  0,60|  Sauce extra ; Tagessuppe a 0,30   
 Dessert a 0,80|  Weißwurst ; Breze 0,65|  SalatTeller|  Tagessuppe a 0,30| 
 SalatTeller|  Weißwurst ; Breze 0,65|  Dessert a 0,80|  Tagessuppe a 0,30| 
 Breze 0,65|  Dessert a 0,80|  Weißwurst ; SalatTeller|  Tagessuppe a 0,30| 
 Breze 0,65|  SalatTeller|  Weißwurst ; Dessert a 0,80|  Tagessuppe a 0,30| 
 Dessert a 0,80|  SalatTeller|  Weißwurst ; Breze 0,65|  Tagessuppe a 0,30| 
 Tagessuppe a 0,30|  Weißwurst ; Breze 0,65|  Dessert a 0,80|  SalatTeller| 
 Dessert a 0,80|  Tagessuppe a 0,30|  Weißwurst ; Breze 0,65|  SalatTeller| 
 SalatTeller|  Tagessuppe a 0,30|  Weißwurst ; Breze 0,65|  Dessert a 0,80| 
 Breze 0,65|  Tagessuppe a 0,30|  Weißwurst ; Dessert a 0,80|  SalatTeller| 
 Breze 0,65|  Dessert a 0,80|  SalatTeller|  Tagessuppe a 0,30 ; Weißwurst   
 Breze 0,65|  Dessert a 0,80|  SalatTeller|  Weißwurst ; Tagessuppe a 0,30   
 Breze 0,65|  Dessert a 0,80|  Tagessuppe a 0,30|  Weißwurst ; SalatTeller   
 Breze 0,65|  SalatTeller|  Tagessuppe a 0,30|  Weißwurst ; Dessert a 0,80   
 Dessert a 0,80|  SalatTeller|  Tagessuppe a 0,30|  Weißwurst ; Breze 0,65   
 Obst 0,40|  Weißwurst ; Breze 0,65   
 BIO Molkerei 1,00|  Weißwurst ; Breze 0,65|  O-Saft frisch| 
 BIO Molkerei 1,00|  Breze 0,65|  O-Saft frisch ; Weißwurst   
 BIO Molkerei 1,00|  Breze 0,65|  Weißwurst ; O-Saft frisch   
 BIO Molkerei 1,00|  O-Saft frisch|  Weißwurst ; Breze 0,65   
 O-Saft frisch|  Weißwurst ; Breze 0,65   
 Kartoffel Gemüseauflauf |  O-Saft frisch|  Salat Port.  0,60 ; Tagessuppe a 0,30   
 Kartoffel Gemüseauflauf |  O-Saft frisch|  Tagessuppe a 0,30 ; Salat Port.  0,60   
 Kartoffel Gemüseauflauf |  Salat Port.  0,60|  Tagessuppe a 0,30 ; O-Saft frisch   
 Dessert a 1,20|  O-Saft frisch ; Tagessuppe a 0,30   
 Dessert a 1,20|  Farfalle mit Gemüseschmelze und Hüttenkäse |  O-Saft frisch ; Tagessuppe a 0,30   
 Dessert a 1,20|  Farfalle mit Gemüseschmelze und Hüttenkäse |  Tagessuppe a 0,30 ; O-Saft frisch   
 Dessert a 1,20|  O-Saft frisch|  Tagessuppe a 0,30 ; Farfalle mit Gemüseschmelze und Hüttenkäse    
 Farfalle mit Gemüseschmelze und Hüttenkäse |  O-Saft frisch|  Tagessuppe a 0,30 ; Dessert a 1,20   
 Dessert a 0,80|  Schaschlikspieß mit Reis  ; Tagessuppe a 0,30   
 MüsliTeller|  Schaschlikspieß mit Reis  ; Ei 0,30|  O-Saft frisch|  Salat Schale| 
 MüsliTeller|  Salat Schale ; Ei 0,30|  O-Saft frisch| 
 MüsliTeller|  O-Saft frisch|  Salat Schale ; Ei 0,30   
 MüsliTeller|  O-Saft frisch|  Schaschlikspieß mit Reis  ; Ei 0,30|  Salat Schale| 
 MüsliTeller|  Salat Schale|  Schaschlikspieß mit Reis  ; Ei 0,30|  O-Saft frisch| 
 O-Saft frisch|  Salat Schale|  Schaschlikspieß mit Reis  ; Ei 0,30|  MüsliTeller| 
 Ei 0,30|  MüsliTeller ; O-Saft frisch|  Salat Schale| 
 Ei 0,30|  Schaschlikspieß mit Reis  ; MüsliTeller|  O-Saft frisch|  Salat Schale| 
 Ei 0,30|  Salat Schale ; O-Saft frisch   
 Ei 0,30|  MüsliTeller|  O-Saft frisch ; Salat Schale   
 Ei 0,30|  MüsliTeller|  Schaschlikspieß mit Reis  ; O-Saft frisch|  Salat Schale| 
 Ei 0,30|  O-Saft frisch|  Schaschlikspieß mit Reis  ; MüsliTeller|  Salat Schale| 
 Ei 0,30|  MüsliTeller|  Salat Schale ; O-Saft frisch   
 Ei 0,30|  Salat Schale|  Schaschlikspieß mit Reis  ; MüsliTeller|  O-Saft frisch| 
 Ei 0,30|  O-Saft frisch|  Salat Schale ; MüsliTeller   
 Ei 0,30|  MüsliTeller|  O-Saft frisch|  Salat Schale ; Schaschlikspieß mit Reis    
 Ei 0,30|  MüsliTeller|  O-Saft frisch|  Schaschlikspieß mit Reis  ; Salat Schale   
 Ei 0,30|  MüsliTeller|  Salat Schale|  Schaschlikspieß mit Reis  ; O-Saft frisch   
 Ei 0,30|  O-Saft frisch|  Salat Schale|  Schaschlikspieß mit Reis  ; MüsliTeller   
 MüsliTeller|  O-Saft frisch|  Salat Schale|  Schaschlikspieß mit Reis  ; Ei 0,30   
 Salat Port.  0,60|  Salat Schale|  Schaschlikspieß mit Reis  ; Tagessuppe a 0,30   
 Salat Port.  0,60|  Schaschlikspieß mit Reis |  Tagessuppe a 0,30 ; Salat Schale   
 Salat Schale|  Schaschlikspieß mit Reis |  Tagessuppe a 0,30 ; Salat Port.  0,60   
 Penne Integrale mit Ratatouille |  Pfälzer ; Klassik Semmel 0,30|  Salat Port.  0,60| 
 Klassik Semmel 0,30|  Penne Integrale mit Ratatouille  ; Salat Port.  0,60   
 Klassik Semmel 0,30|  Pfälzer ; Penne Integrale mit Ratatouille |  Salat Port.  0,60| 
 Klassik Semmel 0,30|  Penne Integrale mit Ratatouille |  Pfälzer ; Salat Port.  0,60   
 Klassik Semmel 0,30|  Penne Integrale mit Ratatouille |  Salat Port.  0,60 ; Pfälzer   
 Klassik Semmel 0,30|  Pfälzer|  Salat Port.  0,60 ; Penne Integrale mit Ratatouille    
 Penne Integrale mit Ratatouille |  Pfälzer|  Salat Port.  0,60 ; Klassik Semmel 0,30   
 Pfälzer|  Suppe 1,00 ; Breze 0,65|  Salat Port.  0,60| 
 Breze 0,65|  Pfälzer|  Suppe 1,00 ; Salat Port.  0,60   
 Pfälzer|  Salat Port.  0,60|  Suppe 1,00 ; Breze 0,65   
 BIO Molkerei 0,80|  Proz. Rabatt/Aufschl. ; Beilage a 0,75|  Breze 0,65|  Tagessuppe a 0,30| 
 Pfälzer|  Proz. Rabatt/Aufschl. ; BIO Molkerei 0,80|  Beilage a 0,75|  Breze 0,65|  Tagessuppe a 0,30| 
 BIO Molkerei 0,80|  Pfälzer|  Proz. Rabatt/Aufschl. ; Beilage a 0,75|  Breze 0,65|  Tagessuppe a 0,30| 
 BIO Molkerei 0,80|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Beilage a 0,75|  Breze 0,65| 
 Pfälzer|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; BIO Molkerei 0,80|  Beilage a 0,75|  Breze 0,65| 
 BIO Molkerei 0,80|  Breze 0,65|  Pfälzer ; Tagessuppe a 0,30   
 BIO Molkerei 0,80|  Breze 0,65|  Proz. Rabatt/Aufschl. ; Beilage a 0,75|  Tagessuppe a 0,30| 
 Breze 0,65|  Pfälzer|  Proz. Rabatt/Aufschl. ; BIO Molkerei 0,80|  Beilage a 0,75|  Tagessuppe a 0,30| 
 BIO Molkerei 0,80|  Breze 0,65|  Tagessuppe a 0,30 ; Beilage a 0,75   
 BIO Molkerei 0,80|  Breze 0,65|  Pfälzer|  Proz. Rabatt/Aufschl. ; Beilage a 0,75|  Tagessuppe a 0,30| 
 BIO Molkerei 0,80|  Breze 0,65|  Pfälzer|  Tagessuppe a 0,30 ; Beilage a 0,75|  Proz. Rabatt/Aufschl.| 
 BIO Molkerei 0,80|  Breze 0,65|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Beilage a 0,75   
 BIO Molkerei 0,80|  Pfälzer|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Beilage a 0,75|  Breze 0,65| 
 Breze 0,65|  Pfälzer|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; BIO Molkerei 0,80|  Beilage a 0,75| 
 Beilage a 0,75|  Pfälzer ; BIO Molkerei 0,80|  Breze 0,65|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30| 
 BIO Molkerei 0,80|  Beilage a 0,75|  Pfälzer ; Breze 0,65|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30| 
 BIO Molkerei 0,80|  Beilage a 0,75|  Proz. Rabatt/Aufschl. ; Breze 0,65|  Tagessuppe a 0,30| 
 Beilage a 0,75|  Pfälzer|  Proz. Rabatt/Aufschl. ; BIO Molkerei 0,80|  Breze 0,65|  Tagessuppe a 0,30| 
 Beilage a 0,75|  Pfälzer|  Tagessuppe a 0,30 ; BIO Molkerei 0,80|  Breze 0,65|  Proz. Rabatt/Aufschl.| 
 Beilage a 0,75|  Breze 0,65|  Pfälzer ; BIO Molkerei 0,80|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30| 
 Beilage a 0,75|  Breze 0,65|  Proz. Rabatt/Aufschl. ; Tagessuppe a 0,30   
 BIO Molkerei 0,80|  Beilage a 0,75|  Tagessuppe a 0,30 ; Breze 0,65   
 BIO Molkerei 0,80|  Beilage a 0,75|  Pfälzer|  Proz. Rabatt/Aufschl. ; Breze 0,65|  Tagessuppe a 0,30| 
 BIO Molkerei 0,80|  Beilage a 0,75|  Pfälzer|  Tagessuppe a 0,30 ; Breze 0,65|  Proz. Rabatt/Aufschl.| 
 BIO Molkerei 0,80|  Beilage a 0,75|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Breze 0,65   
 Beilage a 0,75|  Pfälzer|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; BIO Molkerei 0,80|  Breze 0,65| 
 BIO Molkerei 0,80|  Beilage a 0,75|  Breze 0,65|  Pfälzer ; Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30| 
 BIO Molkerei 0,80|  Beilage a 0,75|  Breze 0,65|  Proz. Rabatt/Aufschl. ; Tagessuppe a 0,30   
 Beilage a 0,75|  Breze 0,65|  Pfälzer|  Proz. Rabatt/Aufschl. ; BIO Molkerei 0,80|  Tagessuppe a 0,30| 
 Beilage a 0,75|  Breze 0,65|  Pfälzer|  Tagessuppe a 0,30 ; BIO Molkerei 0,80|  Proz. Rabatt/Aufschl.| 
 Beilage a 0,75|  Breze 0,65|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; BIO Molkerei 0,80   
 BIO Molkerei 0,80|  Beilage a 0,75|  Breze 0,65|  Tagessuppe a 0,30 ; Proz. Rabatt/Aufschl.   
 BIO Molkerei 0,80|  Beilage a 0,75|  Breze 0,65|  Pfälzer|  Proz. Rabatt/Aufschl. ; Tagessuppe a 0,30   
 BIO Molkerei 0,80|  Beilage a 0,75|  Breze 0,65|  Pfälzer|  Tagessuppe a 0,30 ; Proz. Rabatt/Aufschl.   
 BIO Molkerei 0,80|  Beilage a 0,75|  Breze 0,65|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Pfälzer   
 BIO Molkerei 0,80|  Beilage a 0,75|  Pfälzer|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Breze 0,65   
 BIO Molkerei 0,80|  Breze 0,65|  Pfälzer|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Beilage a 0,75   
 Beilage a 0,75|  Breze 0,65|  Pfälzer|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; BIO Molkerei 0,80   
 BIO Molkerei 0,55 _|  Pfälzer ; BIO Molkerei 1,00|  Obstbecher 0,90|  Semmeln| 
 BIO Molkerei 1,00|  Pfälzer ; BIO Molkerei 0,55 _|  Obstbecher 0,90|  Semmeln| 
 Obstbecher 0,90|  Pfälzer ; BIO Molkerei 0,55 _|  BIO Molkerei 1,00|  Semmeln| 
 BIO Molkerei 0,55 _|  BIO Molkerei 1,00|  Pfälzer ; Obstbecher 0,90|  Semmeln| 
 BIO Molkerei 0,55 _|  Obstbecher 0,90|  Pfälzer ; BIO Molkerei 1,00|  Semmeln| 
 BIO Molkerei 1,00|  Obstbecher 0,90|  Pfälzer ; BIO Molkerei 0,55 _|  Semmeln| 
 Pfälzer|  Semmeln ; BIO Molkerei 0,55 _|  BIO Molkerei 1,00|  Obstbecher 0,90| 
 BIO Molkerei 1,00|  Semmeln ; BIO Molkerei 0,55 _|  Obstbecher 0,90| 
