Antecedent;Consequent
 Brot am Haken|  Kornsemmel 0,40|  O-Saft frisch ; Klassik Semmel 0,30|  Leberkäse Semmel| 
 Kornsemmel 0,40|  Leberkäse Semmel|  O-Saft frisch ; Klassik Semmel 0,30   
 Brot am Haken|  Klassik Semmel 0,30|  Kornsemmel 0,40|  Leberkäse Semmel ; O-Saft frisch   
 Brot am Haken|  Klassik Semmel 0,30|  Kornsemmel 0,40|  O-Saft frisch ; Leberkäse Semmel   
 Brot am Haken|  Kornsemmel 0,40|  Leberkäse Semmel|  O-Saft frisch ; Klassik Semmel 0,30   
 Klassik Semmel 0,30|  Kornsemmel 0,40|  Leberkäse Semmel|  O-Saft frisch ; Brot am Haken   
 Brot am Haken|  Klassik Semmel 0,30 ; O-Saft frisch   
 Dessert a 0,80|  Semmeln ; Obstbecher 0,90   
 Dessert a 0,80|  Klassik Semmel 0,30 ; Eintrittskarte|  Obstbecher 0,90|  Port. Butter Honig ec| 
 Dessert a 0,80|  Klassik Semmel 0,30|  Obstbecher 0,90 ; Eintrittskarte|  Port. Butter Honig ec| 
 Dessert a 0,80|  Klassik Semmel 0,30|  Port. Butter Honig ec ; Eintrittskarte|  Obstbecher 0,90| 
 Dessert a 0,80|  Obstbecher 0,90|  Port. Butter Honig ec ; Eintrittskarte   
 Dessert a 0,80|  Eintrittskarte|  Klassik Semmel 0,30 ; Obstbecher 0,90|  Port. Butter Honig ec| 
 Dessert a 0,80|  Eintrittskarte|  Port. Butter Honig ec ; Obstbecher 0,90   
 Eintrittskarte|  Klassik Semmel 0,30|  Port. Butter Honig ec ; Obstbecher 0,90   
 Eintrittskarte|  Klassik Semmel 0,30|  Obstbecher 0,90 ; Port. Butter Honig ec   
 Eintrittskarte|  Obstbecher 0,90|  Port. Butter Honig ec ; Klassik Semmel 0,30   
 Dessert a 0,80|  Eintrittskarte|  Klassik Semmel 0,30|  Obstbecher 0,90 ; Port. Butter Honig ec   
 Dessert a 0,80|  Eintrittskarte|  Klassik Semmel 0,30|  Port. Butter Honig ec ; Obstbecher 0,90   
 Dessert a 0,80|  Eintrittskarte|  Obstbecher 0,90|  Port. Butter Honig ec ; Klassik Semmel 0,30   
 Dessert a 0,80|  Klassik Semmel 0,30|  Obstbecher 0,90|  Port. Butter Honig ec ; Eintrittskarte   
 Eintrittskarte|  Klassik Semmel 0,30|  Obstbecher 0,90|  Port. Butter Honig ec ; Dessert a 0,80   
 BIO Molkerei 0,55 _|  Dessert a 0,80 ; Eintrittskarte   
 Dessert a 0,80|  Ei 0,30 ; Butterbreze 1,10|  Eintrittskarte| 
 Butterbreze 1,10|  Dessert a 0,80 ; Ei 0,30|  Eintrittskarte| 
 Butterbreze 1,10|  Dessert a 0,80|  Ei 0,30 ; Eintrittskarte   
 Butterbreze 1,10|  Dessert a 0,80|  Eintrittskarte ; Ei 0,30   
 Butterbreze 1,10|  Ei 0,30|  Eintrittskarte ; Dessert a 0,80   
 Dessert a 0,80|  Ei 0,30|  Eintrittskarte ; Butterbreze 1,10   
 Dessert a 0,80|  Kornsemmel 0,40 ; Port. Butter Honig ec   
 Dessert a 0,80|  Eintrittskarte|  belegte Backw. 1,40 ; Obstbecher 0,90   
 Dessert a 0,80|  Obstbecher 0,90|  belegte Backw. 1,40 ; Eintrittskarte   
 Dessert a 0,80|  Eintrittskarte|  Eintrittskarte ; belegte Backw. 1,40   
 Eintrittskarte|  Eintrittskarte|  belegte Backw. 1,40 ; Obstbecher 0,90   
 Aktion 0,80|  BIO Joghurt Frucht ; belegte Backw. 2,30   
 Aktion 0,80|  Weißwurst Teller ; BIO Molkerei 0,50|  Breze 0,65| 
 Aktion 0,80|  BIO Molkerei 0,50 ; Breze 0,65|  Weißwurst Teller| 
 Aktion 0,80|  BIO Molkerei 0,50|  Breze 0,65 ; Weißwurst Teller   
 Aktion 0,80|  BIO Molkerei 0,50|  Weißwurst Teller ; Breze 0,65   
 Aktion 0,80|  Breze 0,65|  Weißwurst Teller ; BIO Molkerei 0,50   
 Aktion 0,80|  Port. Butter Honig ec ; Breze 0,65|  belegte Backw. 2,30| 
 Aktion 0,80|  Breze 0,65|  Port. Butter Honig ec ; belegte Backw. 2,30   
 Aktion 0,80|  Breze 0,65|  belegte Backw. 2,30 ; Port. Butter Honig ec   
 Aktion 0,80|  Port. Butter Honig ec|  belegte Backw. 2,30 ; Breze 0,65   
 Aktion 0,80|  O-Saft frisch ; belegte Backw. 2,30   
 Aktion 0,80|  O-Saft frisch|  O-Saft frisch ; belegte Backw. 2,30   
 Dessert a 0,60|  Kornsemmel 0,40 ; Port. Butter Honig ec   
 Dessert a 0,60|  Marmelade 0,35 ; Klassik Semmel 0,30|  O-Saft frisch| 
 Dessert a 0,60|  Klassik Semmel 0,30 ; Marmelade 0,35|  O-Saft frisch| 
 Dessert a 0,60|  Klassik Semmel 0,30|  Marmelade 0,35 ; O-Saft frisch   
 Dessert a 0,60|  Klassik Semmel 0,30|  O-Saft frisch ; Marmelade 0,35   
 Dessert a 0,60|  Marmelade 0,35|  O-Saft frisch ; Klassik Semmel 0,30   
 Butterbreze 1,10|  Dessert a 0,60 ; Obst 0,40   
 BIO Back 0,45|  Dessert a 0,60 ; BIO Molkerei 1,00   
 Breze 0,65|  Dessert a 0,60 ; Wiener   
 Dessert a 0,60|  Wiener ; Breze 0,65   
 Dessert a 0,60|  Eintrittskarte|  belegte Backw. 1,70 ; belegte Backw. 2,30   
 Dessert a 0,60|  belegte Backw. 1,70|  belegte Backw. 2,30 ; Eintrittskarte   
 Eintrittskarte|  belegte Backw. 1,70|  belegte Backw. 2,30 ; Dessert a 0,60   
 Dessert a 0,60|  Eintrittskarte|  Käse-Mohn Breze ; Obstbecher 0,90   
 Dessert a 0,60|  Eintrittskarte|  Obstbecher 0,90 ; Käse-Mohn Breze   
 Dessert a 0,60|  Käse-Mohn Breze|  Obstbecher 0,90 ; Eintrittskarte   
 Eintrittskarte|  Käse-Mohn Breze|  Obstbecher 0,90 ; Dessert a 0,60   
 Müsli to go|  Proz. Rabatt/Aufschl. ; Butterbreze 1,10|  Klassik Semmel 0,30| 
 Butterbreze 1,10|  Klassik Semmel 0,30|  Müsli to go ; Proz. Rabatt/Aufschl.   
 Butterbreze 1,10|  Klassik Semmel 0,30|  Proz. Rabatt/Aufschl. ; Müsli to go   
 Butterbreze 1,10|  Müsli to go|  Proz. Rabatt/Aufschl. ; Klassik Semmel 0,30   
 Klassik Semmel 0,30|  Müsli to go|  Proz. Rabatt/Aufschl. ; Butterbreze 1,10   
 Leberkäse Semmel|  Proz. Rabatt/Aufschl. ; Butterbreze 1,10|  O-Saft frisch|  Semmeln| 
 Leberkäse Semmel|  O-Saft frisch|  Proz. Rabatt/Aufschl. ; Butterbreze 1,10|  Semmeln| 
 Leberkäse Semmel|  Proz. Rabatt/Aufschl.|  Semmeln ; Butterbreze 1,10|  O-Saft frisch| 
 O-Saft frisch|  Proz. Rabatt/Aufschl.|  Semmeln ; Butterbreze 1,10   
 Butterbreze 1,10|  Leberkäse Semmel|  O-Saft frisch ; Semmeln   
 Butterbreze 1,10|  Leberkäse Semmel|  Proz. Rabatt/Aufschl. ; O-Saft frisch|  Semmeln| 
 Butterbreze 1,10|  O-Saft frisch|  Proz. Rabatt/Aufschl. ; Semmeln   
 Butterbreze 1,10|  Proz. Rabatt/Aufschl.|  Semmeln ; O-Saft frisch   
 Butterbreze 1,10|  Leberkäse Semmel|  O-Saft frisch|  Proz. Rabatt/Aufschl. ; Semmeln   
 Butterbreze 1,10|  Leberkäse Semmel|  O-Saft frisch|  Semmeln ; Proz. Rabatt/Aufschl.   
 Butterbreze 1,10|  Leberkäse Semmel|  Proz. Rabatt/Aufschl.|  Semmeln ; O-Saft frisch   
 Butterbreze 1,10|  O-Saft frisch|  Proz. Rabatt/Aufschl.|  Semmeln ; Leberkäse Semmel   
 Leberkäse Semmel|  O-Saft frisch|  Proz. Rabatt/Aufschl.|  Semmeln ; Butterbreze 1,10   
 Marmelade 0,35|  Proz. Rabatt/Aufschl. ; Klassik Semmel 0,30|  Wiener| 
 Klassik Semmel 0,30|  Marmelade 0,35|  Proz. Rabatt/Aufschl. ; Wiener   
 Marmelade 0,35|  Proz. Rabatt/Aufschl.|  Wiener ; Klassik Semmel 0,30   
 Proz. Rabatt/Aufschl.|  belegte Backw. 1,40 ; Obstbecher 0,90|  belegte Backw. 1,70| 
 Obstbecher 0,90|  Proz. Rabatt/Aufschl.|  belegte Backw. 1,40 ; belegte Backw. 1,70   
 Proz. Rabatt/Aufschl.|  belegte Backw. 1,40|  belegte Backw. 1,70 ; Obstbecher 0,90   
 Molkereiprodukte 0,65|  Proz. Rabatt/Aufschl. ; Butterbreze 1,10|  belegte Backw. 2,30| 
 Butterbreze 1,10|  Molkereiprodukte 0,65|  Proz. Rabatt/Aufschl. ; belegte Backw. 2,30   
 Butterbreze 1,10|  Molkereiprodukte 0,65|  belegte Backw. 2,30 ; Proz. Rabatt/Aufschl.   
 Butterbreze 1,10|  Proz. Rabatt/Aufschl.|  belegte Backw. 2,30 ; Molkereiprodukte 0,65   
 Molkereiprodukte 0,65|  Proz. Rabatt/Aufschl.|  belegte Backw. 2,30 ; Butterbreze 1,10   
 MüsliTeller|  Proz. Rabatt/Aufschl. ; belegte Backw. 1,70   
 Debrecziner|  Proz. Rabatt/Aufschl. ; Klassik Semmel 0,30|  Käse-Mohn Breze|  Wiener| 
 Debrecziner|  Klassik Semmel 0,30|  Proz. Rabatt/Aufschl. ; Käse-Mohn Breze|  Wiener| 
 Debrecziner|  Proz. Rabatt/Aufschl.|  Wiener ; Klassik Semmel 0,30|  Käse-Mohn Breze| 
 Käse-Mohn Breze|  Proz. Rabatt/Aufschl. ; Debrecziner|  Klassik Semmel 0,30|  Wiener| 
 Debrecziner|  Käse-Mohn Breze|  Proz. Rabatt/Aufschl. ; Klassik Semmel 0,30|  Wiener| 
 Käse-Mohn Breze|  Proz. Rabatt/Aufschl.|  Wiener ; Debrecziner|  Klassik Semmel 0,30| 
 Debrecziner|  Klassik Semmel 0,30|  Käse-Mohn Breze ; Wiener   
 Klassik Semmel 0,30|  Käse-Mohn Breze|  Proz. Rabatt/Aufschl. ; Debrecziner|  Wiener| 
 Debrecziner|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Proz. Rabatt/Aufschl. ; Wiener   
 Debrecziner|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Wiener ; Proz. Rabatt/Aufschl.   
 Debrecziner|  Klassik Semmel 0,30|  Proz. Rabatt/Aufschl.|  Wiener ; Käse-Mohn Breze   
 Debrecziner|  Käse-Mohn Breze|  Proz. Rabatt/Aufschl.|  Wiener ; Klassik Semmel 0,30   
 Klassik Semmel 0,30|  Käse-Mohn Breze|  Proz. Rabatt/Aufschl.|  Wiener ; Debrecziner   
 Ei 0,30|  Proz. Rabatt/Aufschl. ; BIO Frucht Buttermilch|  belegte Backw. 1,70| 
 BIO Frucht Buttermilch|  Ei 0,30|  Proz. Rabatt/Aufschl. ; belegte Backw. 1,70   
 Ei 0,30|  Proz. Rabatt/Aufschl.|  belegte Backw. 1,70 ; BIO Frucht Buttermilch   
 BIO Back 0,45|  Proz. Rabatt/Aufschl. ; Wiener Teller   
 BIO-Rührei|  Proz. Rabatt/Aufschl. ; belegte Backw. 1,70   
 Pfälzer|  Proz. Rabatt/Aufschl. ; Breze 0,65   
 Port. Butter Honig ec|  Proz. Rabatt/Aufschl. ; Breze 0,65   
 Leberkäse Teller|  Proz. Rabatt/Aufschl. ; Breze 0,65   
 BIO Frucht Buttermilch|  belegte Backw. 2,30 ; belegte Backw. 1,70   
 BIO Frucht Buttermilch|  Proz. Rabatt/Aufschl.|  belegte Backw. 2,30 ; belegte Backw. 1,70   
 BIO Frucht Buttermilch|  belegte Backw. 1,70|  belegte Backw. 2,30 ; Proz. Rabatt/Aufschl.   
 Proz. Rabatt/Aufschl.|  belegte Backw. 1,70|  belegte Backw. 2,30 ; BIO Frucht Buttermilch   
 BIO Frucht Buttermilch|  Proz. Rabatt/Aufschl. ; belegte Backw. 1,70   
 Backwaren Kuchen 1,30|  Breze 0,65|  Proz. Rabatt/Aufschl. ; Butterbreze 1,10   
 Backwaren Kuchen 1,30|  Butterbreze 1,10|  Proz. Rabatt/Aufschl. ; Breze 0,65   
 Breze 0,65|  Butterbreze 1,10|  Proz. Rabatt/Aufschl. ; Backwaren Kuchen 1,30   
 Butterbreze 1,10|  Obstbecher 0,90|  Proz. Rabatt/Aufschl. ; belegte Backw. 1,70   
 Eintrittskarte|  Pfälzer Teller ; Kornsemmel 0,40|  Senf 0,10| 
 Eintrittskarte|  Kornsemmel 0,40|  Pfälzer Teller ; Senf 0,10   
 Eintrittskarte|  Kornsemmel 0,40|  Senf 0,10 ; Pfälzer Teller   
 Eintrittskarte|  Pfälzer Teller|  Senf 0,10 ; Kornsemmel 0,40   
 Dinkelspitz|  Pfälzer Teller ; O-Saft frisch|  Obst 0,40| 
 Dinkelspitz|  O-Saft frisch|  Obst 0,40 ; Pfälzer Teller   
 Dinkelspitz|  O-Saft frisch|  Pfälzer Teller ; Obst 0,40   
 Dinkelspitz|  Obst 0,40|  Pfälzer Teller ; O-Saft frisch   
 BIO Joghurt Frucht|  Pfälzer Teller ; BIO Back 0,45|  O-Saft frisch| 
 BIO Back 0,45|  BIO Joghurt Frucht|  Pfälzer Teller ; O-Saft frisch   
 BIO Back 0,45|  O-Saft frisch|  Pfälzer Teller ; BIO Joghurt Frucht   
 BIO Joghurt Frucht|  O-Saft frisch|  Pfälzer Teller ; BIO Back 0,45   
 Obstbecher 0,90|  Pfälzer Teller ; Breze 0,65   
 Ei 0,30|  Pfälzer Teller ; Kornsemmel 0,40|  Käse-Mohn Breze|  Senf 0,10| 
 Ei 0,30|  Kornsemmel 0,40|  Pfälzer Teller ; Käse-Mohn Breze|  Senf 0,10| 
 Ei 0,30|  Pfälzer Teller|  Senf 0,10 ; Kornsemmel 0,40|  Käse-Mohn Breze| 
 Ei 0,30|  Käse-Mohn Breze|  Pfälzer Teller ; Kornsemmel 0,40|  Senf 0,10| 
 Kornsemmel 0,40|  Käse-Mohn Breze|  Pfälzer Teller ; Senf 0,10   
 Kornsemmel 0,40|  Käse-Mohn Breze|  Senf 0,10 ; Ei 0,30   
 Ei 0,30|  Kornsemmel 0,40|  Käse-Mohn Breze|  Pfälzer Teller ; Senf 0,10   
 Ei 0,30|  Kornsemmel 0,40|  Käse-Mohn Breze|  Senf 0,10 ; Pfälzer Teller   
 Ei 0,30|  Kornsemmel 0,40|  Pfälzer Teller|  Senf 0,10 ; Käse-Mohn Breze   
 Ei 0,30|  Käse-Mohn Breze|  Pfälzer Teller|  Senf 0,10 ; Kornsemmel 0,40   
 Kornsemmel 0,40|  Käse-Mohn Breze|  Pfälzer Teller|  Senf 0,10 ; Ei 0,30   
 Kornsemmel 0,40|  Pfälzer Teller ; Senf 0,10   
 Obst 0,40|  Pfälzer Teller ; O-Saft frisch   
 O-Saft frisch|  Pfälzer Teller|  Semmeln ; Obst 0,40   
 Obst 0,40|  Pfälzer Teller|  Semmeln ; O-Saft frisch   
 Pfälzer|  Pfälzer Teller ; Breze 0,65   
 Pfälzer|  Pfälzer|  Pfälzer Teller ; Breze 0,65   
 Kuchenhappen 1,40|  Obst 0,40 ; Klassik Semmel 0,30|  belegte Backw. 1,70| 
 Klassik Semmel 0,30|  Kuchenhappen 1,40|  Obst 0,40 ; belegte Backw. 1,70   
 Klassik Semmel 0,30|  Kuchenhappen 1,40|  belegte Backw. 1,70 ; Obst 0,40   
 Kuchenhappen 1,40|  Obst 0,40|  belegte Backw. 1,70 ; Klassik Semmel 0,30   
 Ei 0,30|  Kuchenhappen 1,40 ; Molkereiprodukte 0,65   
 Kuchenhappen 1,40|  Senf 0,10 ; Breze 0,65|  Molkereiprodukte 0,65| 
 Breze 0,65|  Kuchenhappen 1,40|  Molkereiprodukte 0,65 ; Senf 0,10   
 Breze 0,65|  Kuchenhappen 1,40|  Senf 0,10 ; Molkereiprodukte 0,65   
 Breze 0,65|  Molkereiprodukte 0,65|  Senf 0,10 ; Kuchenhappen 1,40   
 Kuchenhappen 1,40|  Molkereiprodukte 0,65|  Senf 0,10 ; Breze 0,65   
 Kornsemmel 0,40|  Kuchenhappen 1,40 ; Obstbecher 0,90|  Port. Butter Honig ec| 
 Kornsemmel 0,40|  Kuchenhappen 1,40|  Obstbecher 0,90 ; Port. Butter Honig ec   
 Kornsemmel 0,40|  Kuchenhappen 1,40|  Port. Butter Honig ec ; Obstbecher 0,90   
 Kuchenhappen 1,40|  Obstbecher 0,90|  Port. Butter Honig ec ; Kornsemmel 0,40   
 Kuchenhappen 1,40|  MüsliTeller ; O-Saft frisch   
 Kuchenhappen 1,40|  O-Saft frisch ; MüsliTeller   
 Kuchenhappen 1,40|  Marmelade 0,35 ; BIO Frucht Buttermilch|  belegte Backw. 1,70| 
 BIO Frucht Buttermilch|  Kuchenhappen 1,40|  Marmelade 0,35 ; belegte Backw. 1,70   
 BIO Frucht Buttermilch|  Marmelade 0,35|  belegte Backw. 1,70 ; Kuchenhappen 1,40   
 Kuchenhappen 1,40|  Marmelade 0,35|  belegte Backw. 1,70 ; BIO Frucht Buttermilch   
 Kuchenhappen 1,40|  Molkereiprodukte 0,65|  Obstbecher 0,90 ; belegte Backw. 1,70   
 Kuchenhappen 1,40|  Obstbecher 0,90|  belegte Backw. 1,70 ; Molkereiprodukte 0,65   
 Kuchenhappen 1,40|  Leberkäse Semmel ; Semmeln   
 Kuchenhappen 1,40|  Semmeln ; Leberkäse Semmel   
 BIO Frucht Buttermilch|  Kuchenhappen 1,40 ; belegte Backw. 1,70   
 BIO Molkerei 0,55 _|  Kuchenhappen 1,40 ; Breze 0,65|  Butterbreze 1,10| 
 BIO Molkerei 0,55 _|  Breze 0,65|  Kuchenhappen 1,40 ; Butterbreze 1,10   
 BIO Molkerei 0,55 _|  Butterbreze 1,10|  Kuchenhappen 1,40 ; Breze 0,65   
 Butterbreze 1,10|  Kuchenhappen 1,40|  Port. Butter Honig ec ; Breze 0,65|  belegte Backw. 1,70| 
 Breze 0,65|  Kuchenhappen 1,40|  belegte Backw. 1,70 ; Butterbreze 1,10   
 Kuchenhappen 1,40|  Port. Butter Honig ec|  belegte Backw. 1,70 ; Breze 0,65|  Butterbreze 1,10| 
 Butterbreze 1,10|  Kuchenhappen 1,40|  belegte Backw. 1,70 ; Breze 0,65   
 Breze 0,65|  Butterbreze 1,10|  Kuchenhappen 1,40|  Port. Butter Honig ec ; belegte Backw. 1,70   
 Breze 0,65|  Butterbreze 1,10|  Kuchenhappen 1,40|  belegte Backw. 1,70 ; Port. Butter Honig ec   
 Breze 0,65|  Butterbreze 1,10|  Port. Butter Honig ec|  belegte Backw. 1,70 ; Kuchenhappen 1,40   
 Breze 0,65|  Kuchenhappen 1,40|  Port. Butter Honig ec|  belegte Backw. 1,70 ; Butterbreze 1,10   
 Butterbreze 1,10|  Kuchenhappen 1,40|  Port. Butter Honig ec|  belegte Backw. 1,70 ; Breze 0,65   
 Landkuchen|  Müsli to go ; BIO Molkerei 0,55 _   
 BIO Molkerei 0,50|  Landkuchen ; Kornsemmel 0,40|  Port. Butter Honig ec| 
 BIO Molkerei 0,50|  Kornsemmel 0,40|  Landkuchen ; Port. Butter Honig ec   
 BIO Molkerei 0,50|  Landkuchen|  Port. Butter Honig ec ; Kornsemmel 0,40   
 Eintrittskarte|  Landkuchen ; BIO Molkerei 0,80|  belegte Backw. 1,40| 
 BIO Molkerei 0,80|  Landkuchen ; Eintrittskarte|  belegte Backw. 1,40| 
 BIO Molkerei 0,80|  Eintrittskarte|  Landkuchen ; belegte Backw. 1,40   
 BIO Molkerei 0,80|  Eintrittskarte|  belegte Backw. 1,40 ; Landkuchen   
 BIO Molkerei 0,80|  Landkuchen|  belegte Backw. 1,40 ; Eintrittskarte   
 Eintrittskarte|  Landkuchen|  belegte Backw. 1,40 ; BIO Molkerei 0,80   
 Landkuchen|  Obstbecher 0,90 ; BIO Molkerei 0,55 _|  belegte Backw. 1,40| 
 BIO Molkerei 0,55 _|  Landkuchen|  Obstbecher 0,90 ; belegte Backw. 1,40   
 BIO Molkerei 0,55 _|  Landkuchen|  belegte Backw. 1,40 ; Obstbecher 0,90   
 Landkuchen|  Obstbecher 0,90|  belegte Backw. 1,40 ; BIO Molkerei 0,55 _   
 Klassik Semmel 0,30|  Landkuchen ; BIO-Rührei   
 Debrecziner|  Landkuchen ; Breze 0,65   
 BIO Molkerei 1,20|  Landkuchen ; Wiener|  belegte Backw. 2,30| 
 Landkuchen|  belegte Backw. 2,30 ; BIO Molkerei 1,20|  Wiener| 
 Landkuchen|  Wiener ; BIO Molkerei 1,20|  belegte Backw. 2,30| 
 BIO Molkerei 1,20|  Landkuchen|  Wiener ; belegte Backw. 2,30   
 BIO Molkerei 1,20|  Landkuchen|  belegte Backw. 2,30 ; Wiener   
 BIO Molkerei 1,20|  Wiener|  belegte Backw. 2,30 ; Landkuchen   
 Landkuchen|  Wiener|  belegte Backw. 2,30 ; BIO Molkerei 1,20   
 Landkuchen|  Molkereiprodukte 1,10 ; O-Saft frisch   
 Landkuchen|  O-Saft frisch ; Molkereiprodukte 1,10   
 Breze 0,65|  Kornsemmel 0,40|  Landkuchen ; Port. Butter Honig ec   
 BIO Molkerei 1,00|  Weißwurst Teller ; Breze 0,65|  O-Saft frisch|  Port. Butter Honig ec|  Senf 0,10| 
 BIO Molkerei 1,00|  O-Saft frisch|  Weißwurst Teller ; Breze 0,65|  Port. Butter Honig ec|  Senf 0,10| 
 BIO Molkerei 1,00|  Port. Butter Honig ec|  Weißwurst Teller ; Breze 0,65|  O-Saft frisch|  Senf 0,10| 
 BIO Molkerei 1,00|  Port. Butter Honig ec|  Senf 0,10 ; Breze 0,65|  O-Saft frisch| 
 BIO Molkerei 1,00|  Senf 0,10|  Weißwurst Teller ; Breze 0,65|  O-Saft frisch|  Port. Butter Honig ec| 
 BIO Molkerei 1,00|  Breze 0,65|  Weißwurst Teller ; O-Saft frisch|  Port. Butter Honig ec|  Senf 0,10| 
 BIO Molkerei 1,00|  O-Saft frisch|  Senf 0,10 ; Breze 0,65|  Port. Butter Honig ec| 
 BIO Molkerei 1,00|  O-Saft frisch|  Port. Butter Honig ec|  Senf 0,10 ; Breze 0,65   
 BIO Molkerei 1,00|  O-Saft frisch|  Port. Butter Honig ec|  Weißwurst Teller ; Breze 0,65|  Senf 0,10| 
 BIO Molkerei 1,00|  O-Saft frisch|  Senf 0,10|  Weißwurst Teller ; Breze 0,65|  Port. Butter Honig ec| 
 BIO Molkerei 1,00|  Port. Butter Honig ec|  Senf 0,10|  Weißwurst Teller ; Breze 0,65|  O-Saft frisch| 
 BIO Molkerei 1,00|  Breze 0,65|  O-Saft frisch|  Port. Butter Honig ec ; Senf 0,10   
 BIO Molkerei 1,00|  Breze 0,65|  O-Saft frisch|  Weißwurst Teller ; Port. Butter Honig ec|  Senf 0,10| 
 BIO Molkerei 1,00|  Breze 0,65|  Port. Butter Honig ec|  Weißwurst Teller ; O-Saft frisch|  Senf 0,10| 
 BIO Molkerei 1,00|  Breze 0,65|  Port. Butter Honig ec|  Senf 0,10 ; O-Saft frisch   
 BIO Molkerei 1,00|  Breze 0,65|  Senf 0,10|  Weißwurst Teller ; O-Saft frisch|  Port. Butter Honig ec| 
 BIO Molkerei 1,00|  Breze 0,65|  O-Saft frisch|  Senf 0,10 ; Port. Butter Honig ec   
 BIO Molkerei 1,00|  Breze 0,65|  O-Saft frisch|  Port. Butter Honig ec|  Senf 0,10 ; Weißwurst Teller   
 BIO Molkerei 1,00|  Breze 0,65|  O-Saft frisch|  Port. Butter Honig ec|  Weißwurst Teller ; Senf 0,10   
 BIO Molkerei 1,00|  Breze 0,65|  O-Saft frisch|  Senf 0,10|  Weißwurst Teller ; Port. Butter Honig ec   
 BIO Molkerei 1,00|  Breze 0,65|  Port. Butter Honig ec|  Senf 0,10|  Weißwurst Teller ; O-Saft frisch   
 BIO Molkerei 1,00|  O-Saft frisch|  Port. Butter Honig ec|  Senf 0,10|  Weißwurst Teller ; Breze 0,65   
 BIO Back 0,45|  Weißwurst Teller ; Klassik Semmel 0,30   
 Käse-Mohn Breze|  MüsliTeller ; Breze 0,65|  Croissant 0,90|  Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 MüsliTeller|  Weißwurst Teller ; Breze 0,65|  Croissant 0,90|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Marmelade 0,35|  MüsliTeller ; Breze 0,65|  Croissant 0,90|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Klassik Semmel 0,30|  MüsliTeller ; Breze 0,65|  Croissant 0,90|  Ei 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Käse-Mohn Breze|  Marmelade 0,35|  MüsliTeller ; Breze 0,65|  Croissant 0,90|  Ei 0,30|  Klassik Semmel 0,30|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Käse-Mohn Breze|  Marmelade 0,35|  Weißwurst Teller ; Breze 0,65|  Klassik Semmel 0,30|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Käse-Mohn Breze|  MüsliTeller|  Weißwurst Teller ; Breze 0,65|  Croissant 0,90|  Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Marmelade 0,35|  MüsliTeller|  Weißwurst Teller ; Breze 0,65|  Croissant 0,90|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
 Käse-Mohn Breze|  MüsliTeller|  Wiener Teller ; Breze 0,65|  Croissant 0,90|  Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln| 
 Käse-Mohn Breze|  Weißwurst Teller|  Wiener Teller ; Breze 0,65|  Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln| 
 MüsliTeller|  Weißwurst Teller|  Wiener Teller ; Breze 0,65|  Croissant 0,90|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln| 
 Käse-Mohn Breze|  MüsliTeller|  Semmeln ; Breze 0,65|  Croissant 0,90|  Ei 0,30|  Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller| 
 Käse-Mohn Breze|  Semmeln|  Weißwurst Teller ; Breze 0,65|  Klassik Semmel 0,30|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller| 
 MüsliTeller|  Semmeln|  Weißwurst Teller ; Breze 0,65|  Croissant 0,90|  Ei 0,30|  Klassik Semmel 0,30|  Käse-Mohn Breze|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Wiener Teller| 
 Klassik Semmel 0,30|  Käse-Mohn Breze|  MüsliTeller ; Breze 0,65|  Croissant 0,90|  Ei 0,30|  Marmelade 0,35|  O-Saft frisch|  Port. Butter Honig ec|  Semmeln|  Wiener Teller| 
